Time,region,wa_weight,wa_sum,pop_Sum,non_wa
1985,reg352,271992.3978,132200,240700,108500
1990,reg352,307759.044,142700,254400,111700
1995,reg352,324486.9265,151300,267800,116500
2000,reg352,357974.0878,161700,280400,118700
2005,reg352,394788.3692,174500,296500,122000
2010,reg352,431253.5533,188900,317400,128500
2015,reg352,466551.1014,195500,329300,133800
2020,reg352,508875.67,221391,364340,142949
2025,reg352,505109.1451,223330.3936,376545.6441,153215.2505
2030,reg352,498326.0299,225005.931,387090.6528,162084.7218
2035,reg352,493118.2789,226781.369,396706.4615,169925.0926
2040,reg352,495420.238,226267.8364,405241.6104,178973.774
2045,reg352,497167.1465,225642.7232,412900.1536,187257.4303
2050,reg352,497071.1504,223327.0983,420222.701,196895.6028
2055,reg352,493893.594,219688.4634,426536.6396,206848.1762
2060,reg352,483784.7433,213338.3281,432253.7087,218915.3806
2065,reg352,481335.6163,211119.1079,437402.734,226283.6261
2070,reg352,484280.4553,211879.566,441894.7523,230015.1863
2075,reg352,482335.497,210560.3596,445573.7901,235013.4305
2080,reg352,478739.2383,208809.5796,448256.3713,239446.7917
2085,reg352,477119.2678,208187.1009,449821.711,241634.6102
2090,reg352,473727.5947,206944.1539,450374.9993,243430.8454
2095,reg352,469358.3853,205389.0235,450448.3195,245059.296
2100,reg352,464710.4977,203805.8458,450750.2526,246944.4068
1970,reg356,55219817.65,251345400,553787600,302442200
1975,reg356,73539895.68,286003700,621524500,335520800
1980,reg356,95752425.69,326038400,697040600,371002200
1985,reg356,128616960.3,370665600,781904100,411238500
1990,reg356,165399297.8,419123600,870422200,451298600
1995,reg356,215497553.9,472898700,960733300,487834600
2000,reg356,289545961.8,532389200,1053352900,520963700
2005,reg356,405590294.2,598713100,1144273700,545560600
2010,reg356,501133700.1,668339400,1230954700,562615300
2015,reg356,684507486.1,736852400,1309111800,572259400
2020,reg356,768777146.2,803051861,1389966387,586914526
2025,reg356,920211022.3,864129688.1,1445479561,581349872.9
2030,reg356,1073253864,918364268.6,1501725392,583361123.2
2035,reg356,1219549506,962185251.2,1548067496,585882244.9
2040,reg356,1370596053,991945269.1,1583686969,591741699.9
2045,reg356,1502598139,1006374361,1607694648,601320287
2050,reg356,1617600839,1008056536,1620357945,612301409.7
2055,reg356,1710266598,997686634.3,1625061988,627375353.8
2060,reg356,1774449599,977788595.8,1622571680,644783084
2065,reg356,1808096537,948331686.1,1612142529,663810842.9
2070,reg356,1812585026,910400542.6,1594675803,684275260.4
2075,reg356,1806607048,873227761.9,1570023732,696795969.7
2080,reg356,1791619512,837090244.5,1539493035,702402790.1
2085,reg356,1772186522,803054405,1504980712,701926306.9
2090,reg356,1754332892,773104437.8,1468261313,695156875.5
2095,reg356,1728058970,742347113.9,1430166589,687819475.2
2100,reg356,1696194614,711909926.2,1391607976,679698049.3
1970,reg36,13333428.44,6981800,12900500,5918700
1975,reg36,15797435.52,7623900,13883500,6259600
1980,reg36,18321425.33,8272700,14698000,6425300
1985,reg36,21159785.06,9137900,15784800,6646900
1990,reg36,24538020.31,10034700,17094200,7059500
1995,reg36,26514753.19,10790700,18122500,7331800
2000,reg36,29288661.79,11453500,19103400,7649900
2005,reg36,32305062.62,12250100,20268200,8018100
2010,reg36,36472608.51,13470400,22156100,8685700
2015,reg36,40082379.23,14271300,23799100,9527800
2020,reg36,42380757.48,15193842,25544179,10350337
2025,reg36,42465909.91,15498849.2,26566330.61,11067481.4
2030,reg36,42440208.47,15808845.56,27552496.63,11743651.07
2035,reg36,42647206.35,16209020.71,28470409.09,12261388.38
2040,reg36,43724285.6,16474916.96,29338968.45,12864051.49
2045,reg36,44697366.69,16700218.28,30196580.88,13496362.6
2050,reg36,45149070.17,16743788.6,31068779.42,14324990.82
2055,reg36,45255069.97,16658551.29,31882166.34,15223615.05
2060,reg36,45295097.39,16555375.88,32636665.07,16081289.18
2065,reg36,45642627.78,16578756.1,33290313.23,16711557.13
2070,reg36,46361095.14,16754600.94,33854968.63,17100367.69
2075,reg36,46533242.67,16729143.64,34329253.32,17600109.68
2080,reg36,46223797.05,16536565.12,34697287.08,18160721.96
2085,reg36,45777536.04,16308342.18,34930609.24,18622267.06
2090,reg36,45488917.42,16144713.62,35026831.01,18882117.38
2095,reg36,45049135.36,15936088.52,35013542.96,19077454.44
2100,reg36,44512537.22,15700636.43,34921480.94,19220844.52
1970,reg360,14539302.72,50488500,114834800,64346300
1975,reg360,19976560.35,56748500,130724200,73975700
1980,reg360,26595525.54,65497900,147489800,81991900
1985,reg360,38920945.84,76316100,165011600,88695500
1990,reg360,55776758.48,88540800,181436300,92895500
1995,reg360,74708724.11,101252400,196958800,95706400
2000,reg360,103304125.2,114413300,211541000,97127700
2005,reg360,124628467.5,125587400,226712200,101124800
2010,reg360,153848340.9,138612300,242075900,103463600
2015,reg360,184970567.3,150607500,258181600,107574100
2020,reg360,216425716.7,160782563,270825848,110043285
2025,reg360,244981087.7,168632625.9,280692739.1,112060113.3
2030,reg360,273446801.6,176226510.7,290581858.3,114355347.7
2035,reg360,300017824.6,182634694.7,298639092.2,116004397.5
2040,reg360,327746398.4,186465239.7,304633217.1,118167977.4
2045,reg360,351651706,187979462.2,308598083.8,120618621.6
2050,reg360,370912482,187678561.4,310601250,122922688.6
2055,reg360,387117326.7,186917702.2,311209348.3,124291646.1
2060,reg360,399079489,184914677.4,310507499.7,125592822.3
2065,reg360,405680355.5,181239147.3,308659824.6,127420677.3
2070,reg360,408158430.8,176573249.9,305830244.4,129256994.5
2075,reg360,405213416.9,170308451,302177571.4,131869120.4
2080,reg360,397910303.3,162908981.2,297658724.7,134749743.5
2085,reg360,390070081.8,156030281.9,292399950.5,136369668.5
2090,reg360,381681207.3,149556139,286517044.2,136960905.2
2095,reg360,372384624.3,143250519.8,280119895.5,136869375.7
2100,reg360,362522065.9,137183376.3,273354293.9,136170917.6
1970,reg364,2403899.983,11917800,28513600,16595800
1975,reg364,3407755.83,13942300,32730600,18788300
1980,reg364,6046036.013,16587000,38667800,22080800
1985,reg364,8415608.679,19658300,47309100,27650800
1990,reg364,13542960.47,23024900,56188700,33163800
1995,reg364,18296714.43,25775600,60392300,34616700
2000,reg364,26638306.11,31283900,65945000,34661100
2005,reg364,40105283.9,39113600,70216100,31102500
2010,reg364,52401784.73,46035000,74326900,28291900
2015,reg364,64163273.42,51120200,79360600,28240400
2020,reg364,75081448.52,54432673,86990162,32557489
2025,reg364,83548176.61,56209128.04,90692743.11,34483615.07
2030,reg364,92670119.21,58404542.89,94110388.87,35705845.98
2035,reg364,102775259.3,61017928.73,96887020.64,35869091.91
2040,reg364,114149305,63106673.84,99196285.8,36089611.96
2045,reg364,120702049.6,62612988.79,101127317.3,38514328.47
2050,reg364,123018346.4,60064979.38,102606856.1,42541876.68
2055,reg364,123110358.2,56833474.52,103547373.2,46713898.69
2060,reg364,124177222.6,54761592.76,103776476.7,49014883.93
2065,reg364,127479780.9,54285469.34,103294678.3,49009209
2070,reg364,130072094,53776709.41,102219963.5,48443254.11
2075,reg364,130001644.8,52355659.58,100633026.2,48277366.63
2080,reg364,126240858.7,49619761.14,98684337.92,49064576.78
2085,reg364,120722699.4,46418513.25,96601978.61,50183465.36
2090,reg364,117804284.3,44482468.84,94618499.6,50136030.76
2095,reg364,114965128,42714549.36,92807791.24,50093241.88
2100,reg364,112287076.9,41125537.94,91055318.72,49929780.78
1970,reg368,807805.9608,4008700,9917200,5908500
1975,reg368,1267321.207,4687200,11684600,6997400
1980,reg368,1877865.574,5324200,13653500,8329300
1985,reg368,2627695.848,5959800,15576300,9616500
1990,reg368,3607572.418,6756600,17469400,10712800
1995,reg368,4795840.373,8191600,20207700,12016100
2000,reg368,7609629.667,10009000,23567300,13558300
2005,reg368,7980225.144,11820900,27017800,15196900
2010,reg368,11106985.77,13675300,30771600,17096300
2015,reg368,15980269.89,16519100,36118600,19599500
2020,reg368,19533322.45,19985122,42042951,22057829
2025,reg368,24993465.55,23378864.29,47025375.51,23646511.22
2030,reg368,31270840.39,26925942.67,52081204.19,25155261.52
2035,reg368,38923454.18,30936378.8,57167933.35,26231554.55
2040,reg368,47721979.78,34564640.4,62266852.17,27702211.77
2045,reg368,57158554.32,38069073.25,67145894.64,29076821.38
2050,reg368,67184247.53,41407289.08,71655931.85,30248642.76
2055,reg368,77423602.72,44537745.84,75803424.33,31265678.5
2060,reg368,87404768.83,47278265.84,79503128.89,32224863.05
2065,reg368,96695700.63,49538071.6,82659770.11,33121698.51
2070,reg368,104856165.7,51221335.51,85298442.96,34077107.45
2075,reg368,111596525,52280491.34,87543758.62,35263267.28
2080,reg368,116008656.9,52310847.58,89419975.87,37109128.29
2085,reg368,119323408.7,52035263.62,90908010.14,38872746.52
2090,reg368,121237923.9,51311938.11,91982230.26,40670292.15
2095,reg368,121990149.7,50274212.97,92648098.65,42373885.69
2100,reg368,121640036.1,48924933.32,92929819.02,44004885.7
1970,reg372,1886307.282,1436300,2948500,1512200
1975,reg372,2373320.046,1569900,3181600,1611700
1980,reg372,2933637.753,1693800,3431900,1738100
1985,reg372,3479610.488,1799100,3561600,1762500
1990,reg372,3832451.323,1838400,3564600,1726200
1995,reg372,4469586.897,2009300,3646300,1637000
2000,reg372,5342963.309,2266400,3842600,1576200
2005,reg372,6534044.308,2610100,4204100,1594000
2010,reg372,7591558.755,2870600,4618600,1748000
2015,reg372,7706172.811,2786500,4699600,1913100
2020,reg372,8370019.199,2895555,4925074,2029519
2025,reg372,8528871.016,3010564.079,5124541.249,2113977.171
2030,reg372,8591908,3099703.384,5268355.013,2168651.63
2035,reg372,8593044.455,3174648.011,5419329.438,2244681.426
2040,reg372,8679191.97,3182521.005,5582291.77,2399770.764
2045,reg372,8584962.217,3129040.814,5752464.146,2623423.333
2050,reg372,8497434.4,3076214.354,5922361.871,2846147.517
2055,reg372,8593645.447,3091978.474,6065375.583,2973397.11
2060,reg372,8807586.512,3152319.803,6181563.979,3029244.175
2065,reg372,8990405.968,3202107.455,6273237.513,3071130.058
2070,reg372,9104188.316,3229871.405,6351017.216,3121145.811
2075,reg372,9080411.812,3206827.555,6421946.457,3215118.902
2080,reg372,8978645.069,3155719.307,6490832.628,3335113.321
2085,reg372,8917417.776,3120334.035,6558113.029,3437778.994
2090,reg372,8945409.299,3117871.253,6617376.431,3499505.179
2095,reg372,8977626.588,3118469.411,6658719.27,3540249.859
2100,reg372,8964469.299,3104955.293,6675880.172,3570924.879
1970,reg376,1422351.121,1420300,2849500,1429200
1975,reg376,1899672.578,1678500,3336600,1658100
1980,reg376,2379508.239,1857300,3743600,1886300
1985,reg376,2873755.191,2038600,4083100,2044500
1990,reg376,3577259.907,2264100,4499600,2235500
1995,reg376,4803370.422,2771500,5331900,2560400
2000,reg376,6042094.47,3194500,6013900,2819400
2005,reg376,7287599.5,3566300,6603700,3037400
2010,reg376,8530559.99,4060900,7426100,3365200
2015,reg376,9856634.15,4287200,8063500,3776300
2020,reg376,11207440.6,4531280,8685594,4154314
2025,reg376,11909434.33,4872170.128,9371658.945,4499488.817
2030,reg376,12672950.71,5243805.006,10047235.61,4803430.601
2035,reg376,13535722.27,5680726.593,10720461.64,5039735.05
2040,reg376,14858647.1,6101661.552,11417626.98,5315965.429
2045,reg376,16035860.39,6425731.851,12138393.25,5712661.402
2050,reg376,17108123.77,6711582.253,12864625.66,6153043.411
2055,reg376,18152272.54,6993671.478,13575748.76,6582077.278
2060,reg376,19265294.68,7313573.907,14256934.9,6943360.994
2065,reg376,20393694.12,7643313.145,14907091.13,7263777.982
2070,reg376,21473865.45,7955612.226,15537050.64,7581438.414
2075,reg376,22428107.18,8222411.802,16158642.63,7936230.831
2080,reg376,23124707.54,8396999.603,16773645.09,8376645.485
2085,reg376,23646184.35,8513336.685,17377297.2,8863960.519
2090,reg376,24307539.53,8686482.532,17963319.67,9276837.141
2095,reg376,25028518.87,8887209.618,18528910.59,9641700.97
2100,reg376,25750030.25,9092739.526,19074913.1,9982173.574
1970,reg380,27733454.87,30485100,53538900,23053800
1975,reg380,32462734.53,31108200,55288600,24180400
1980,reg380,38124972.66,31893200,56357000,24463800
1985,reg380,45388496.91,33987800,56931900,22944100
